# algorithm=k-means++
# SSE=0.079751
# Silhouette=0.185365
# time_ms=94
# representatives:
# cluster 0 -> centro_0 (nearest=imp_378, dist=0.008795)
# cluster 1 -> centro_1 (nearest=imp_237, dist=0.009219)
Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,clusterId
LP002357,1,1,0,1,1,2720,0,80,,0,0,1,1
LP002361,0,0,0,0,1,1820,1719,100,360,1,0,0,0
LP002362,0,0,1,0,1,7250,1667,110,,0,0,1,1
LP002364,0,0,0,0,1,14880,0,96,360,1,1,0,0
LP002366,0,0,0,0,1,2666,4300,121,360,1,2,0,0
LP002367,1,1,1,1,1,4606,0,81,360,1,2,1,1
LP002368,0,0,2,0,1,5935,0,133,360,1,1,0,0
LP002369,0,0,0,0,1,2920,16.12000084,87,360,1,2,0,0
LP002370,0,1,0,1,1,2717,0,60,180,1,0,0,0
LP002377,1,1,1,0,0,8624,0,150,360,1,1,0,0
LP002379,0,1,0,0,1,6500,0,105,360,0,2,1,1
LP002386,0,1,0,0,,12876,0,405,360,1,1,0,0
LP002387,0,0,0,0,1,2425,2340,143,360,1,1,0,0
LP002390,0,1,0,0,1,3750,0,100,360,1,0,0,0
LP002393,1,,,0,1,10047,0,,240,1,1,0,0
LP002398,0,1,0,0,1,1926,1851,50,360,1,1,0,0
LP002401,0,0,0,0,1,2213,1125,,360,1,0,0,0
LP002403,0,1,0,0,0,10416,0,187,360,0,0,1,1
LP002407,1,0,0,1,0,7142,0,138,360,1,2,0,0
LP002408,0,1,0,0,1,3660,5064,187,360,1,1,0,0
LP002409,0,0,0,0,1,7901,1833,180,360,1,2,0,0
LP002418,0,1,3,1,1,4707,1993,148,360,1,1,0,0
LP002422,0,1,1,0,1,37719,0,152,360,1,1,0,0
LP002424,0,0,0,0,1,7333,8333,175,300,,2,0,0
LP002429,0,0,1,0,0,3466,1210,130,360,1,2,0,0
LP002434,0,0,2,1,1,4652,0,110,360,1,2,0,0
LP002435,0,0,0,0,,3539,1376,55,360,1,2,1,1
LP002443,0,0,2,0,1,3340,1710,150,360,0,2,1,1
LP002444,0,1,1,1,0,2769,1542,190,360,,1,1,1
LP002446,0,0,2,1,1,2309,1255,125,360,0,2,1,1
LP002447,0,0,2,1,1,1958,1456,60,300,,0,0,0
LP002448,0,0,0,0,1,3948,1733,149,360,0,2,1,1
LP002449,0,0,0,0,1,2483,2466,90,180,0,2,0,0
LP002453,0,1,0,0,0,7085,0,84,360,1,1,0,0
LP002455,0,0,2,0,1,3859,0,96,360,1,1,0,0
LP002459,0,0,0,0,1,4301,0,118,360,1,0,0,0
LP002467,0,0,0,0,1,3708,2569,173,360,1,0,1,1
LP002472,0,1,2,0,1,4354,0,136,360,1,2,0,0
LP002473,0,0,0,0,1,8334,0,160,360,1,1,1,1
LP002478,,0,0,0,0,2083,4083,160,360,,1,0,0
LP002484,0,0,3,0,1,7740,0,128,180,1,0,0,0
LP002487,0,0,0,0,1,3015,2188,153,360,1,2,0,0
LP002489,1,1,1,1,,5191,0,132,360,1,1,0,0
LP002493,0,1,0,0,1,4166,0,98,360,0,1,1,1
LP002494,0,1,0,0,1,6000,0,140,360,1,2,0,0
LP002500,0,0,3,1,1,2947,1664,70,180,0,0,1,1
LP002501,,0,0,0,1,16692,0,110,360,1,1,0,0
LP002502,1,0,2,1,,210,2917,98,360,1,1,0,0
LP002505,0,0,0,0,1,4333,2451,110,360,1,0,1,1
LP002515,0,0,1,0,0,3450,2079,162,360,1,1,0,0
LP002517,0,0,1,1,1,2653,1500,113,180,0,2,1,1
LP002519,0,0,3,0,1,4691,0,100,360,1,1,0,0
LP002522,1,1,0,0,0,2500,0,93,360,,0,0,0
LP002524,0,1,2,0,1,5532,4648,162,360,1,2,0,0
LP002527,0,0,2,0,0,16525,1014,150,360,1,2,0,0
LP002529,0,0,2,0,1,6700,1750,230,300,1,1,0,0
LP002530,,0,2,0,1,2873,1872,132,360,0,1,1,1
LP002531,0,0,1,0,0,16667,2250,86,360,1,1,0,0
LP002533,0,0,2,0,1,2947,1603,,360,1,0,1,1
LP002534,1,1,0,1,1,4350,0,154,360,1,2,0,0
LP002536,0,0,3,1,1,3095,0,113,360,1,2,0,0
LP002537,0,0,0,0,1,2083,3150,128,360,1,1,0,0
LP002541,0,0,0,0,1,10833,0,234,360,1,1,0,0
LP002543,0,0,2,0,1,8333,0,246,360,1,1,0,0
LP002544,0,0,1,1,1,1958,2436,131,360,1,2,0,0
LP002545,0,1,2,0,1,3547,0,80,360,0,2,1,1
LP002547,0,0,1,0,1,18333,0,500,360,1,0,1,1
LP002555,0,0,2,0,0,4583,2083,160,360,1,1,0,0
LP002556,0,1,0,0,1,2435,0,75,360,1,0,1,1
LP002560,0,1,0,1,1,2699,2785,96,360,,1,0,0
LP002562,0,0,1,1,1,5333,1131,186,360,,0,0,0
LP002571,0,1,0,1,1,3691,0,110,360,1,2,0,0
LP002582,1,1,0,1,0,17263,0,225,360,1,1,0,0
LP002585,0,0,0,0,1,3597,2157,119,360,0,2,1,1
LP002586,1,0,1,0,1,3326,913,105,84,1,1,0,0
LP002587,0,0,0,1,1,2600,1700,107,360,1,2,0,0
LP002588,0,0,0,0,1,4625,2857,111,12,,0,0,0
LP002600,0,0,1,0,0,2895,0,95,360,1,1,0,0
LP002602,0,1,0,0,1,6283,4416,209,360,0,2,1,1
LP002603,1,1,0,0,1,645,3683,113,480,1,2,0,0
LP002606,1,1,0,0,1,3159,0,100,360,1,1,0,0
LP002615,0,0,2,0,1,4865,5624,208,360,1,1,0,0
LP002618,0,0,1,1,1,4050,5302,138,360,,2,1,1
LP002619,0,0,0,1,1,3814,1483,124,300,1,1,0,0
LP002622,0,0,2,0,1,3510,4416,243,360,1,2,0,0
LP002624,0,0,0,0,1,20833,6667,480,360,,0,0,0
LP002625,,1,0,0,1,3583,0,96,360,1,0,1,1
LP002626,0,0,0,0,0,2479,3013,188,360,1,0,0,0
LP002634,1,1,1,0,1,13262,0,40,360,1,0,0,0
LP002637,0,1,0,1,1,3598,1287,100,360,1,2,1,1
LP002640,0,0,1,0,1,6065,2004,250,360,1,1,0,0
LP002643,0,0,2,0,1,3283,2035,148,360,1,0,0,0
LP002648,0,0,0,0,1,2130,6666,70,180,1,1,1,1
LP002652,0,1,0,0,1,5815,3666,311,360,1,2,1,1
LP002659,0,0,3,0,1,3466,3428,150,360,1,2,0,0
LP002670,1,0,2,0,1,2031,1632,113,480,1,1,0,0
LP002682,0,0,,1,1,3074,1800,123,360,0,1,1,1
LP002683,0,1,0,0,1,4683,1915,185,360,1,1,1,1
LP002684,1,1,0,1,1,3400,0,95,360,1,2,1,1
LP002689,0,0,2,1,1,2192,1742,45,360,1,1,0,0
LP002690,0,1,0,0,1,2500,0,55,360,1,1,0,0
LP002692,0,0,3,0,0,5677,1424,100,360,1,2,0,0
LP002693,0,0,2,0,0,7948,7166,480,360,1,2,0,0
LP002697,0,1,0,0,1,4680,2087,,360,1,1,1,1
LP002699,0,0,2,0,0,17500,0,400,360,1,2,0,0
LP002705,0,0,0,0,1,3775,0,110,360,1,1,0,0
LP002706,0,0,1,1,1,5285,1430,161,360,0,1,0,0
LP002714,0,1,1,1,1,2679,1302,94,360,1,1,0,0
LP002716,0,1,0,1,1,6783,0,130,360,1,1,0,0
LP002717,0,0,0,0,1,1025,5500,216,360,,2,0,0
LP002720,0,0,3,0,1,4281,0,100,360,1,0,0,0
LP002723,0,1,2,0,1,3588,0,110,360,0,2,1,1
LP002729,0,1,1,0,1,11250,0,196,360,,1,1,1
LP002731,1,1,0,1,0,18165,0,125,360,1,0,0,0
LP002732,0,1,0,1,,2550,2042,126,360,1,2,0,0
LP002734,0,0,0,0,1,6133,3906,324,360,1,0,0,0
LP002738,0,1,2,0,1,3617,0,107,360,1,1,0,0
LP002739,0,0,0,1,1,2917,536,66,360,1,2,1,1
LP002740,0,0,3,0,1,6417,0,157,180,1,2,0,0
LP002741,1,0,1,0,1,4608,2845,140,180,1,1,0,0
LP002743,1,1,0,0,1,2138,0,99,360,0,1,1,1
LP002753,1,1,1,0,,3652,0,95,360,1,1,0,0
LP002755,0,0,1,1,1,2239,2524,128,360,1,0,0,0
LP002757,1,0,0,1,1,3017,663,102,360,,1,0,0
LP002767,0,0,0,0,1,2768,1950,155,360,1,2,0,0
LP002768,0,1,0,1,1,3358,0,80,36,1,1,1,1
LP002772,0,1,0,0,1,2526,1783,145,360,1,2,0,0
LP002776,1,1,0,0,1,5000,0,103,360,0,1,1,1
LP002777,0,0,0,0,1,2785,2016,110,360,1,2,0,0
LP002778,0,0,2,0,0,6633,0,,360,0,2,1,1
LP002784,0,0,1,1,1,2492,2375,,360,1,2,0,0
LP002785,0,0,1,0,1,3333,3250,158,360,1,0,0,0
LP002788,0,0,0,1,1,2454,2333,181,360,0,0,1,1
LP002789,0,0,0,0,1,3593,4266,132,180,0,2,1,1
LP002792,0,0,1,0,1,5468,1032,26,360,1,1,0,0
LP002794,1,1,0,0,1,2667,1625,84,360,,0,0,0
LP002795,0,0,3,0,0,10139,0,260,360,1,1,0,0
LP002798,0,0,0,0,1,3887,2669,162,360,1,1,0,0
LP002804,1,0,0,0,1,4180,2306,182,360,1,1,0,0
LP002807,0,0,2,1,1,3675,242,108,360,1,1,0,0
LP002813,1,0,1,0,0,19484,0,600,360,1,1,0,0
LP002820,0,0,0,0,1,5923,2054,211,360,1,2,0,0
LP002821,0,1,0,1,0,5800,0,132,360,1,1,0,0
LP002832,0,0,2,0,1,8799,0,258,360,0,0,1,1
LP002833,0,0,0,1,1,4467,0,120,360,,2,0,0
LP002836,0,1,0,0,1,3333,0,70,360,1,0,0,0
LP002837,0,0,3,0,1,3400,2500,123,360,0,2,1,1
LP002840,1,1,0,0,1,2378,0,9,360,1,0,1,1
LP002841,0,0,0,0,1,3166,2064,104,360,0,0,1,1
LP002842,0,0,1,0,1,3417,1750,186,360,1,0,0,0
LP002847,0,0,,0,1,5116,1451,165,360,0,0,1,1
LP002855,0,0,2,0,1,16666,0,275,360,1,0,0,0
LP002862,0,0,2,1,1,6125,1625,187,480,1,1,1,1
LP002863,0,0,3,0,1,6406,0,150,360,1,1,1,1
LP002868,0,0,2,0,1,3159,461,108,84,1,0,0,0
LP002872,,0,0,0,1,3087,2210,136,360,0,1,1,1
LP002874,0,1,0,0,1,3229,2739,110,360,1,0,0,0
LP002877,0,0,1,0,1,1782,2232,107,360,1,2,0,0
LP002888,0,1,0,0,,3182,2917,161,360,1,0,0,0
LP002892,0,0,2,0,1,6540,0,205,360,1,1,0,0
LP002893,0,1,0,0,1,1836,33837,90,360,1,0,1,1
LP002894,1,0,0,0,1,3166,0,36,360,1,1,0,0
LP002898,0,0,1,0,1,1880,0,61,360,,2,1,1
LP002911,0,0,1,0,1,2787,1917,146,360,0,2,1,1
LP002912,0,0,1,0,1,4283,3000,172,84,1,2,1,1
LP002916,0,0,0,0,1,2297,1522,104,360,1,0,0,0
LP002917,1,1,0,1,1,2165,0,70,360,1,1,0,0
LP002925,,1,0,0,1,4750,0,94,360,1,1,0,0
LP002926,0,0,2,0,0,2726,0,106,360,0,1,1,1
LP002928,0,0,0,0,1,3000,3416,56,180,1,1,0,0
LP002931,0,0,2,0,0,6000,0,205,240,1,1,1,1
LP002933,,1,3,0,0,9357,0,292,360,1,1,0,0
LP002936,0,0,0,0,1,3859,3300,142,180,1,2,0,0
LP002938,0,0,0,0,0,16120,0,260,360,1,0,0,0
LP002940,0,1,0,1,1,3833,0,110,360,1,2,0,0
LP002941,0,0,2,1,0,6383,1000,187,360,1,2,1,1
LP002943,0,1,,0,1,2987,0,88,360,0,1,1,1
LP002945,0,0,0,0,0,9963,0,180,360,1,2,0,0
LP002948,0,0,2,0,1,5780,0,192,360,1,0,0,0
LP002949,1,1,3,0,,416,41667,350,180,,0,1,1
LP002950,0,0,0,1,,2894,2792,155,360,1,2,0,0
LP002953,0,0,3,0,1,5703,0,128,360,1,0,0,0
LP002958,0,1,0,0,1,3676,4301,172,360,1,2,0,0
LP002959,1,0,1,0,1,12000,0,496,360,1,1,0,0
LP002960,0,0,0,1,1,2400,3800,,180,1,0,1,1
LP002961,0,0,1,0,1,3400,2500,173,360,1,1,0,0
LP002964,0,0,2,1,1,3987,1411,157,360,1,2,0,0
LP002974,0,0,0,0,1,3232,1950,108,360,1,2,0,0
LP002978,1,1,0,0,1,2900,0,71,360,1,2,0,0
LP002979,0,0,3,0,1,4106,0,40,180,1,2,0,0
LP002983,0,0,1,0,1,8072,240,253,360,1,0,0,0
LP002984,0,0,2,0,1,7583,0,187,360,1,0,0,0
LP002990,1,1,0,0,0,4583,0,133,360,0,1,1,1
